verdict,tier,code,name,city,country,lat,lon,population,leisure,visitors,gateway,bestDemand,bestPartner,bestKm,nearestKm,nearest
ADD,SPARSE,SQD,Sanqingshan,Shangrao,CN,28.39,117.96,6.5,0,0,0,12634,PVG,480,77,WUS
ADD,SPARSE,YIC,Mingyueshan,Yichun,CN,27.8,114.31,5.1,0,0,0,10118,PVG,814,113,JGS
ADD,SPARSE,SQJ,Shaxian,Sanming,CN,26.43,117.83,2.5,0,0,0,7434,PVG,651,137,LCX
ADD,SPARSE,HCJ,Jinchengjiang,Hechi,CN,24.99,107.7,3.4,0,0,0,7227,HKG,699,160,AEB
ADD,SPARSE,DBC,Changan,Baicheng,CN,45.5,123.02,1.5,0,0,0,5093,HND,1791,205,NDG
ADD,SPARSE,AIP,Adampur,Jalandhar,IN,31.43,75.76,0.9,0,0,0,4979,DEL,344,67,LUH
ADD,MID,SJK,Sao Jose dos Campos,Sao Jose dos Campos,BR,-23.23,-45.86,0.7,0,0,0,4111,GRU,66,66,GRU
ADD,SPARSE,GYU,Liupanshan,Guyuan,CN,36.07,106.22,1.2,0,0,0,4051,PVG,1541,128,IQN
ADD,MID,JDF,Francisco de Assis,Juiz de Fora,BR,-21.79,-43.39,0.57,0,0,0,3349,GRU,365,114,GIG
ADD,SPARSE,GXH,Xiahe,Gannan,CN,34.81,102.64,0.7,1,0,0,3176,PVG,1830,199,XNN
ADD,SPARSE,ATZ,Asyut,Asyut,EG,27.05,31.01,0.5,0,0,0,3028,CAI,342,229,LXR
ADD,SPARSE,TLQ,Jiaohe,Turpan,CN,43.03,89.1,0.6,1,0,0,2911,DEL,1935,164,URC
ADD,SPARSE,PAB,Bilaspur,Bilaspur,IN,22.1,82.11,0.4,0,0,0,2821,DEL,877,109,RPR
ADD,MID,BAU,Bauru-Arealva,Bauru,BR,-22.16,-49.07,0.38,0,0,0,2792,GRU,302,153,SJP
ADD,MID,KCM,Kahramanmaras,Kahramanmaras,TR,37.54,36.95,0.6,0,0,0,2744,CAI,972,81,GZT
ADD,MID,VAS,Sivas Nuri Demirag,Sivas,TR,39.81,36.9,0.6,0,0,0,2716,IST,708,163,SZF
ADD,SPARSE,WUA,Wuhai,Wuhai,CN,39.79,106.8,0.5,0,0,0,2705,PKX,823,167,INC
ADD,SPARSE,DUM,Pinang Kampai,Dumai,ID,1.61,101.43,0.3,0,0,0,2704,SIN,286,128,PKU
ADD,SPARSE,LTK,Bassel Al-Assad,Latakia,SY,35.4,35.95,0.4,1,0,0,2641,CAI,726,111,HTY
ADD,SPARSE,SLV,Shimla,Shimla,IN,31.08,77.07,0.2,1,0,0,2634,DEL,280,53,IXC
ADD,SPARSE,CAB,Cabinda,Cabinda,AO,-5.6,12.19,0.6,0,0,0,2547,FIH,384,93,PNR
ADD,MID,UBA,Mario de Almeida,Uberaba,BR,-19.76,-47.96,0.34,0,0,0,2528,GRU,436,102,UDI
ADD,SPARSE,ADU,Ardabil,Ardabil,IR,38.33,48.42,0.5,0,0,0,2428,IKA,405,154,RAS
ADD,SPARSE,TNJ,Raja Haji Fisabilillah,Tanjung Pinang,ID,0.92,104.53,0.2,0,0,0,2373,SIN,77,51,BTH
ADD,MID,PZB,Pietermaritzburg,Pietermaritzburg,ZA,-29.65,30.4,0.7,0,0,0,2364,JNB,445,70,DUR
ADD,SPARSE,ABB,Asaba Intl,Asaba,NG,6.2,6.66,0.5,0,0,0,2360,LOS,371,104,ENU
ADD,SPARSE,TAI,Taiz Intl,Taiz,YE,13.69,44.14,0.6,0,0,0,2352,DXB,1740,136,ADE
ADD,SPARSE,PKY,Tjilik Riwut,Palangkaraya,ID,-2.23,113.94,0.27,0,0,0,2347,CGK,916,162,BDJ
ADD,SPARSE,MEG,Malanje,Malanje,AO,-9.53,16.31,0.5,0,0,0,2186,FIH,580,346,LAD
ADD,MID,MII,Frank Miloye,Marilia,BR,-22.2,-49.93,0.24,0,0,0,2162,GRU,380,163,SJP
ADD,SPARSE,HOD,Hodeidah Intl,Hodeidah,YE,14.75,42.98,0.5,0,0,0,2147,DXB,1740,156,SAH
ADD,MID,GVR,Coronel Altino Machado,Governador Valadares,BR,-18.9,-41.98,0.28,0,0,0,2123,GRU,686,83,IPN
ADD,SPARSE,MGZ,Myeik,Myeik,MM,12.44,98.62,0.28,0,0,0,2122,BKK,269,260,UTP
ADD,SPARSE,YOL,Yola,Yola,NG,9.26,12.43,0.6,0,0,0,2115,LOS,1047,104,GOU
ADD,MID,PET,Joao Simoes Lopes Neto,Pelotas,BR,-31.72,-52.33,0.34,0,0,0,2088,GRU,1087,222,POA
ADD,MID,PAZ,El Tajin,Poza Rica,MX,20.6,-97.46,0.2,0,0,0,2081,MEX,212,186,PBC
ADD,SPARSE,ABD,Abadan,Abadan,IR,30.37,48.23,0.3,0,0,0,2060,DXB,903,58,BSR
ADD,SPARSE,MXJ,Minna,Minna,NG,9.65,6.46,0.4,0,0,0,2035,LOS,486,113,ABV
ADD,SPARSE,TTU,Sania Ramel,Tetouan,MA,35.59,-5.32,0.4,0,0,0,2032,LHR,1808,56,TNG
ADD,MID,PPB,Adhemar de Barros,Presidente Prudente,BR,-22.18,-51.42,0.23,0,0,0,2021,GRU,526,131,LDB
ADD,SPARSE,KSQ,Karshi,Karshi,UZ,38.83,65.92,0.28,0,0,0,1985,DEL,1538,133,SKD
ADD,SPARSE,TKD,Takoradi,Takoradi,GH,4.9,-1.77,0.4,0,0,0,1968,LOS,593,194,ACC
ADD,SPARSE,GMO,Gombe Lawanti,Gombe,NG,10.3,11.42,0.5,0,0,0,1965,LOS,982,239,GOU
ADD,SPARSE,MDK,Mbandaka,Mbandaka,CD,0.02,18.29,0.4,0,0,0,1953,FIH,584,488,BGF
ADD,MID,ARU,Dario Guarita,Aracatuba,BR,-21.14,-50.42,0.2,0,0,0,1912,GRU,480,112,SJP
ADD,MID,RIA,Santa Maria,Santa Maria,BR,-29.71,-53.69,0.27,0,0,0,1905,GRU,1001,245,POA
ADD,MID,MTT,Minatitlan,Minatitlan,MX,17.99,-94.58,0.2,0,0,0,1894,MEX,500,186,VSA
ADD,MID,LZC,Lazaro Cardenas,Lazaro Cardenas,MX,18,-102.22,0.18,0,0,0,1874,MEX,368,202,CLQ
ADD,SPARSE,RIY,Riyan,Mukalla,YE,14.66,49.38,0.3,0,0,0,1836,DXB,1333,395,SHW
